id,title,abstract,keywords,pub_date,search_terms
37237579,Immunomagnetic Delivery of Adipose-Derived Endothelial Progenitor Cells for the Repair of Renal Ischemia-Reperfusion Injury in a Rat Model.,"Renal ischemia-reperfusion injury (IRI) is a significant cause of acute kidney injury (AKI) and usually brings severe public health consequences. Adipose-derived endothelial progenitor cell (AdEPCs) transplantation is beneficial for AKI but suffers from low delivery efficiency. This study was conducted to explore the protective effects of magnetically delivered AdEPCs on the repair of renal IRI. Two types of magnetic delivery methods, namely the endocytosis magnetization (EM) method and the immunomagnetic (IM) method were fabricated using PEG@Fe3O4 and CD133@Fe3O4, and their cytotoxicities in AdEPCs were assessed. In the renal IRI rat model, magnetic AdEPCs were injected via the tail vein and a magnet was placed beside the injured kidney for magnetic guidance. The distribution of transplanted AdEPCs, renal function, and tubular damage were evaluated. Our results suggested that CD133@Fe3O4 had the minimum negative effects on the proliferation, apoptosis, angiogenesis, and migration of AdEPCs compared with PEG@Fe3O4. Renal magnetic guidance could significantly enhance the transplantation efficiency and the therapeutic outcomes of AdEPCs-PEG@Fe3O4 and AdEPCs-CD133@Fe3O4 in the injured kidneys. However, under renal magnetic guidance, AdEPCs-CD133@Fe3O4 had stronger therapeutic effects than PEG@Fe3O4 after renal IRI. The immunomagnetic delivery of AdEPCs with CD133@Fe3O4 could be a promising therapeutic strategy for renal IRI.","['CD133', 'EPCs', 'magnetic nanoparticles', 'renal IRI']",2023-02-04,"['ischemia', 'reperfusion']"
37237015,Reactivation of corticogenesis-related transcriptional factors BCL11B and SATB2 after ischemic lesion of the adult mouse brain.,"The aim of this study was to characterize expression of corticogenesis-related transcription factors BCL11B and SATB2 after brain ischemic lesion in the adult mice, and to analyze their correlation to the subsequent brain recovery. Ischemic brain lesion was induced by transient middle cerebral artery occlusion followed by reperfusion, and the animals with ischemic lesion were compared to the sham controls. Progression of the brain damage and subsequent recovery was longitudinally monitored structurally, by magnetic resonance imaging, and functionally, by neurological deficit assessment. Seven days after the ischemic injury the brains were isolated and analyzed by immunohistochemistry. The results showed higher expression in the brain of both, BCL11B and SATB2 in the animals with ischemic lesion compared to the sham controls. The co-expression of both markers, BCL11B and SATB2, increased in the ischemic brains, as well as the co-expression of BCL11B with the beneficial transcriptional factor ATF3 but not its co-expression with detrimental HDAC2. BCL11B was mainly implicated in the ipsilateral and SATB2 in the contralateral brain hemisphere, and their level in these regions correlated with the functional recovery rate. The results indicate that the reactivation of corticogenesis-related transcription factors BCL11B and SATB2 is beneficial after brain ischemic lesion.",[],2023-03-11,"['ischemia', 'reperfusion']"
37236604,Upregulation of P2Y14 receptor in neutrophils promotes inflammation after myocardial ischemia/reperfusion injury.,"P2Y14 receptor is expressed in neutrophils and is involved in activation of inflammatory signaling. However, the expression and function of P2Y14 receptor in neutrophils after myocardial infarction/reperfusion (MIR) injury remain to be elucidated.In this research, rodent and cellular models of MIR were used to detect the involvement and function of P2Y14 receptor, as well as the regulation of inflammatory signaling via P2Y14 receptor in neutrophils post-MIR.In the early stage post MIR, the expression of P2Y14 receptor was upregulated in CD4+Ly-6G+ neutrophils. Additionally, the expression of P2Y14 receptor was highly induced in neutrophils subjected to uridine 5'-diphosphoglucose (UDP-Glu), which is proven to be secreted by cardiomyocytes during ischemia and reperfusion. Our results also showed the beneficial role of P2Y14 receptor antagonist PPTN in counteracting inflammation via promoting polarization of neutrophils to N2 phenotype in the infarct area of the heart tissue after MIR.These findings prove that the P2Y14 receptor is involved in the regulation of inflammation in the infarct area after MIR, and establish a novel signaling pathway concerning the interplay between cardiomyocytes and neutrophils in the heart tissue.","['Inflammation', 'Myocardial ischemia/reperfusion', 'Neutrophil', 'P2Y14 receptor', 'UDP-glucose']",2023-02-28,"['ischemia', 'reperfusion']"
37235522,Mitochondrial respiration analysis in permeabilized porcine left ventricular and human right atrial specimens with ischemia/reperfusion.,"Mitochondrial function is critical to myocardial ischemia/reperfusion injury and cardioprotection. The measurement of mitochondrial function in isolated mitochondria requires cardiac specimens of about 300 mg and is therefore only possible at the end of an animal experiment or during cardiosurgical interventions in humans. As an alternative, mitochondrial function can be measured in permeabilized myocardial tissue (PMT) specimens of about 2-5 mg, which are retrieved by sequential biopsies in animal experiments and during cardiac catheterization in humans. We attempted to validate measurements of mitochondrial respiration from PMT by comparison to those from isolated mitochondria of left ventricular myocardium from anesthetized pigs undergoing 60 min coronary occlusion and 180 min reperfusion. Mitochondrial respiration was normalized to the content of mitochondrial marker proteins (cytochrome c oxidase 4 (COX4), citrate synthase and manganese-dependent superoxide dismutase). When normalized to COX4, mitochondrial respiration measurements in PMT and isolated mitochondria agreed well in Bland-Altman plots (bias score: -0.03 nmol/min/COX4; 95% confidence interval: 6.31 nmol/min/COX4 and -6.37 nmol/min/COX4) and correlated well (slope of 0.77 and Pearson R of 0.87). Mitochondrial dysfunction by ischemia/reperfusion was equally reflected in PMT and isolated mitochondria (44% and 48% reduction of ADP-stimulated complex I respiration). Also in isolated human right atrial trabeculae, simulation of ischemia/reperfusion injury by exposure to 60 min hypoxia and 10 min reoxygenation reduced mitochondrial ADP-stimulated complex I respiration by 37% in PMT. In conclusion, mitochondrial function measurements in permeabilized cardiac tissue can substitute for that in isolated mitochondria to reflect mitochondrial dysfunction following ischemia/reperfusion.","['bioassay', 'mitochondria', 'myocardial ischemia reperfusion']",,"['ischemia', 'reperfusion']"
37235521,Placenta-targeted treatment with nMitoQ prevents an endothelin receptor A pathway cardiac phenotype observed in adult male offspring exposed to hypoxia in utero.,"Prenatal hypoxia is associated with an enhanced susceptibility to cardiac ischemia/reperfusion (I/R) injury in adult offspring, however the mechanisms remain to be fully investigated. Endothelin-1 (ET-1) is a vasoconstrictor that acts via endothelin A (ETA) and endothelin B (ETB) receptors and is essential in maintaining cardiovascular (CV) function. Prenatal hypoxia alters the ET-1 system in adult offspring possibly contributing to I/R susceptibility. We previously showed that ex vivo application of ETA antagonist ABT-627 during I/R prevented the recovery of cardiac function in prenatal hypoxia-exposed males but not in normoxic males nor normoxic or prenatal hypoxia-exposed females. In this follow-up study we examined whether placenta-targeted treatment with a nanoparticle encapsulated mitochondrial antioxidant (nMitoQ) during hypoxic pregnancies could alleviate this hypoxic phenotype observed in adult male offspring. We used a rat model of prenatal hypoxia where pregnant Sprague-Dawley rats were exposed to hypoxia (11% O2) from gestational days (GD) 15-21 after injection with 100μL saline or nMitoQ (125 μM) on GD 15. Male offspring were aged to 4 months and ex vivo cardiac recovery from I/R was assessed. Offspring born from hypoxic pregnancies treated with nMitoQ had increased cardiac recovery from I/R in the presence of ABT-627 compared to their untreated counterparts where ABT-627 prevented recovery. Cardiac ETA levels were increased in males born from hypoxic pregnancies with nMitoQ treatment compared to saline controls (Western blotting). Our data indicate a profound impact of placenta-targeted treatment to prevent an ETA receptor cardiac phenotype observed in adult male offspring exposed to hypoxia in utero.","['Prenatal hypoxia', 'adult male offspring', 'cardiac ischemia/reperfusion injury', 'endothelin A receptor antagonist', 'placenta-targeted (nMitoQ) treatment']",,"['ischemia', 'reperfusion']"
37235497,Neuroprotective Effect of Dexmedetomidine on Cerebral Ischemia-Reperfusion Injury in Rats.,"The number of patients having ischemic stroke is increasing year on year. The anesthetic adjuvant dexmedetomidine is neuroprotective in rats and has potential for use in the treatment of ischemic stroke.The neuroprotective mechanism of dexmedetomidine in cerebral ischemia-reperfusion injury was studied in relation to its regulation of the oxidative stress response, astrocyte response, microglia overactivation, and apoptosis-related protein expression.We randomly and equally divided 25 male Sprague-Dawley rats into 5 groups: a sham-operation group, an ischemia-reperfusion injury group, and low-, medium-, and high-dose dexmedetomidine groups. A rat model of focal cerebral ischemia-reperfusion injury was established by embolization of the right middle cerebral artery for 60 minutes and reperfusion for 2 hours. The volume of cerebral infarction was calculated by triphenyl tetrazolium chloride staining. The protein expression levels of caspase-3, methionyl aminopeptidase 2 (MetAP2 or MAP2), glial fibrillary acidic protein, and allograft inflammatory factor 1 (AIF-1) in the cerebral cortex were determined by Western blot and immunohistochemistry.The volume of cerebral infarction in rats decreased with increasing dose of dexmedetomidine (P = .039, 95% CI = .027 to .044). The expression levels of caspase-3, glial fibrillary acidic protein, and allograft inflammatory factor 1 and the amount of 4-hydroxynonenal decreased with increasing doses of dexmedetomidine (P = .033, 95% CI = .021 to .037). Methionyl aminopeptidase 2 (MetAP2 or MAP2) expression increased with increasing doses of dexmedetomidine (P = .023, 95% CI = .011 to .028).Dexmedetomidine has a dose-dependent protective effect on cerebral ischemic injury in rats. The neuroprotective effects of dexmedetomidine are achieved, in part, by reducing the oxidative stress response, inhibiting glial overactivation, and inhibiting expression levels of apoptosis-related proteins.",[],,"['ischemia', 'reperfusion']"
37234367,Transcriptome analysis reveals ADAMTS15 is a potential inflammation-related gene in remote ischemic postconditioning.,"Remote ischemic postconditioning (RIPostC) induced by brief episodes of the limb ischemia is a potential therapeutic strategy for myocardial ischemia/reperfusion injury, achieved by reducing cardiomyocyte death, inflammation and so on. The actual mechanisms underlying cardioprotection conferred by RIPostC remain unclear. Exploring gene expression profiles in myocardium at transcriptional level is helpful to deepen the understanding on the cardioprotective mechanisms of RIPostC. This study aims to investigate the effect of RIPostC on gene expressions in rat myocardium using transcriptome sequencing.Rat myocardium samples from the RIPostC group, the control group (myocardial ischemia/reperfusion group) and the sham group were performed transcriptome analysis using RNA sequencing. The levels of cardiac IL-1β, IL-6, IL-10 and TNFα were analyzed by Elisa. The expression levels of candidate genes were verified by qRT-PCR technique. Infarct size was measured by Evans blue and TTC staining. Apoptosis was assessed by TUNEL assays and caspase-3 levels were detected using western blotting.RIPostC can markedly decrease infarct size and reduce the levels of cardiac IL-1β, IL-6 and increase the level of cardiac IL-10. This transcriptome analysis showed that 2 genes were up-regulated (Prodh1 and ADAMTS15) and 5 genes (Caspase-6, Claudin-5, Sccpdh, Robo4 and AABR07011951.1) were down-regulated in the RIPostC group. Go annotation analysis showed that Go terms mainly included cellular process, metabolic process, cell part, organelle, catalytic activity and binding. The KEGG annotation analysis of DEGs found only one pathway, amino acid metabolism, was up-regulated. The relative mRNA expression levels of ADAMTS15, Caspase-6, Claudin-5 and Prodh1 were verified by qRT-PCR, which were consistent with the RNA-seq results. In addition, the relative expression of ADAMTS15 was negatively correlated with the level of cardiac IL-1β (r = -0.748, P = 0.005) and positively correlated with the level of cardiac IL-10 (r = 0.698, P = 0.012). A negative correlation statistical trend was found between the relative expression of ADAMTS15 and the level of cardiac IL-6 (r = -0.545, P = 0.067).ADAMTS15 may be a potential inflammation-related gene in regulation of cardioprotection conferred by remote ischemic postconditioning and a possible therapeutic target for myocardial ischemia reperfusion injury in the future.","['ADAMTS15', 'acute myocardial infarction', 'inflammation', 'ischemia reperfusion injury', 'remote ischemic postconditioning (RIPostC)', 'transcriptome analysis']",2022-11-03,"['ischemia', 'reperfusion']"
37234204,Slowly activating voltage-gated potassium current potentiation by ML277 is a novel cardioprotective intervention.,"Cardiovascular disease is thought to account for nearly a third of deaths worldwide, with ischemic heart disease, including acute coronary syndromes such as myocardial infarction, accounting for 1.7 million deaths per year. There is a clear need for interventions to impart cardioprotection against ischemia. Here, we show that the slowly activating voltage-gated potassium current (IKs) potentiator ML277 imparts cardioprotection against ischemia in cellular and whole-heart models by modulating the action potential duration. In three different metabolic inhibition and reperfusion models, an increased contractile recovery and cell survival was observed with ML277, indicative of protection. Finally, ML277 reduced infarct size in an ex vivo Langendorff coronary ligation model, including if only applied on reperfusion. In conclusion, potentiation of the IKs with ML277 imparted a cardioprotection that was equivalent to the protection reported previously by ischemic preconditioning. These data suggest that IKs potentiation may be therapeutically useful in acute coronary syndromes.","['KCNQ1 (Kv7.1)/KCNE1', 'cardioprotection', 'ischemic protection', 'myocardial infarction', 'slowly activating voltage-gated potassium current (IKs)']",2022-12-16,"['ischemia', 'reperfusion']"
37233908,Nicotine Treatment Ameliorates Blood-Brain Barrier Damage After Acute Ischemic Stroke by Regulating Endothelial Scaffolding Protein Pdlim5.,"Analysis of a National Institutes of Health (NIH) trial shows that cigarette smoking protected tissue plasminogen activator (tPA)-treated patients from hemorrhage transformation (HT); however, the underlying mechanism is not clear. Damage to the integrity of the blood-brain barrier (BBB) is the pathological basis of HT. Here, we investigated the molecular events of BBB damage after acute ischemic stroke (AIS) using in vitro oxygen-glucose deprivation (OGD) and in vivo mice middle cerebral artery occlusion (MCAO) models. Our results showed that the permeability of bEND.3 monolayer endothelial cells was significantly increased after being exposed to OGD for 2 h. Mice were subjected to 90-min ischemia with 45-min reperfusion, and BBB integrity was significantly damaged, accompanied by tight junction protein occludin degradation, downregulation of microRNA-21 (miR-21), transforming growth factor-β (TGF-β), phosphorylated Smad (p-Smad), plasminogen activator inhibitor-1 (PAI-1), and the upregulation of PDZ and LIM domain protein 5 (Pdlim5), an adaptor protein that has been shown to regulate TGF-β-Smad3 pathway. In addition, pretreatment with two-week nicotine significantly reduced AIS-induced BBB damage and its associated protein dysregulation via downregulating Pdlim5. Notably, AIS did not significantly induce BBB damage in Pdlim5 deficit mice, but overexpression of Pdlim5 in the striatum with adeno-associated virus produced BBB damage and associated protein dysregulation which could be ameliorated by two-week nicotine pretreatment. More important, AIS induced a significant miR-21 decrease, and miR-21 mimics treatment decreased AIS-induced BBB damage by decreasing Pdlim5. Together, these results demonstrate that nicotine treatment alleviates the AIS-compromised integrity of BBB by regulating Pdlim5.","['Acute ischemic stroke', 'Blood-brain barrier', 'Nicotine', 'Pdlim5', 'TGF-β/Smad3', 'miR-21']",,"['ischemia', 'reperfusion']"
37233787,The RISK pathway leading to mitochondria and cardioprotection: how everything started.,"Ischaemic heart disease, which often manifests clinically as myocardial infarction (MI), remains a major cause of mortality worldwide. Despite the development of effective pre-clinical cardioprotective therapies, clinical translation has been disappointing. Nevertheless, the 'reperfusion injury salvage kinase' (RISK) pathway appears to be a promising target for cardioprotection. This pathway is crucial for the induction of cardioprotection by numerous pharmacological and non-pharmacological interventions, such as ischaemic conditioning. An important component of the cardioprotective effects of the RISK pathway involves the prevention of mitochondrial permeability transition pore (MPTP) opening and subsequent cardiac cell death. Here, we will review the historical perspective of the RISK pathway and focus on its interaction with mitochondria in the setting of cardioprotection.","['Ischaemia–reperfusion injury', 'Ischaemic preconditioning', 'MPTP', 'Mitochondria', 'PI3Kα', 'RISK pathway']",2023-04-27,"['ischemia', 'reperfusion']"
37233182,The Intriguing Role of Hypoxia-Inducible Factor in Myocardial Ischemia and Reperfusion: A Comprehensive Review.,"Hypoxia-inducible factors (HIFs) play a crucial role in cellular responses to low oxygen levels during myocardial ischemia and reperfusion injury. HIF stabilizers, originally developed for treating renal anemia, may offer cardiac protection in this context. This narrative review examines the molecular mechanisms governing HIF activation and function, as well as the pathways involved in cell protection. Furthermore, we analyze the distinct cellular roles of HIFs in myocardial ischemia and reperfusion. We also explore potential therapies targeting HIFs, emphasizing their possible benefits and limitations. Finally, we discuss the challenges and opportunities in this research area, underscoring the need for continued investigation to fully realize the therapeutic potential of HIF modulation in managing this complex condition.","['HIF stabilizers', 'Hypoxia-inducible factors', 'heart ischemia-reperfusion injury']",2023-04-24,"['ischemia', 'reperfusion']"
37232941,Transient receptor potential vanilloid 4 (TRPV4) in neutrophils enhances myocardial ischemia/reperfusion injury.,"The calcium (Ca2+) permeable transient receptor potential vanilloid 4 (TRPV4) cation channel is expressed in neutrophils and contributes to myocardial ischemia/reperfusion (I/R) injury. Here we tested the hypotheses that TRPV4 promotes neutrophil activation and subsequently aggregates myocardial I/R injury. TRPV4 protein was confirmed in neutrophils and its function was assessed by the current and intracellular Ca2+ concentration elevations evoked by TRPV4 agonists. Furthermore, TRPV4 agonists dose-repandly promoted migration toward fMLP, reactive oxygen species (ROS) production, and myeloperoxidase (MPO) release, which were prevented by pretreatment with a selective TRPV4 antagonist, in neutrophils from TRPV4 knock-out (KO) mice, Ca2+-free medium, or BAPTA-AM + Ca2+-free medium. Blockade of TRPV4 also inhibited the effects of commonly used neutrophil activators N-formyl-l-methionyl-leucyl-l-phenylalanine (fMLP) and Phorbol 12-myristate 13-acetate (PMA). Mechanically, TRPV4 regulated neutrophil activation, particularly ROS production, by affecting PKCα, P38, and AKT via Ca2+ signaling. In addition, isolated hearts infused with neutrophils from wild-type (WT) mice showed additional myocardial I/R injuries, but not those infused with TRPV4 KO. Our study reveals that TRPV4-mediated neutrophil activation enhances myocardial I/R injury, and it might be a novel therapeutic target for myocardial I/R injury and other neutrophil-mediated inflammatory diseases.","['calcium', 'neutrophil activation', 'reactive oxygen species']",2022-10-24,"['ischemia', 'reperfusion']"
37232573,miR-199a-5p from bone marrow mesenchymal stem cell exosomes promotes the proliferation of neural stem cells by targeting GSK-3β.,"Bone marrow mesenchymal stem cell (BMSC)-derived exosomes are a promising therapeutic agent for human disease, but their effects on neural stem cells (NSCs) subject to spinal cord ischaemia-reperfusion injury (SCIRI) remain unknown. Here, we examine the impact of miR-199a-5p-enriched exosomes derived from BMSCs on NSC proliferation. We establish a rat model of aortic cross-clamping to induce SCIRI in vivo and a primary NSC model of oxygen-glucose deprivation/reoxygenation (OGD/R) to simulate SCIRI in vitro. CCK8, EdU, and BrdU assays are performed to evaluate the proliferation of NSCs. Hematoxylin and eosin (H&E) staining is used to determine the number of surviving neurons. The Basso, Beattie, and Bresnahan (BBB) scale and inclined plane test (IPT) are used to evaluate hind limb motor function. DiO-labelled exosomes are efficiently internalized by NSCs and increase ectopic amounts of miR-199a-5p, which promotes the proliferation of NSCs. In contrast, exosomes derived from miR-199a-5p-depleted BMSCs exert fewer beneficial effects. MiR-199a-5p targets and negatively regulates glycogen synthase kinase 3β (GSK-3β) and increases nuclear β-catenin and cyclin D1 levels. miR-199a-5p inhibition reduces the total number of EdU-positive NSCs after OGD/R, but the GSK-3β inhibitor CHIR-99021 reverses this effect. In vivo, intrathecal injection of BMSC-derived exosomes increases the proliferation of endogenous spinal cord NSCs after SCIRI. In addition, more proliferating NSCs are found in rats intrathecally injected with exosomes overexpressing miR-199a-5p. In summary, miR-199a-5p in BMSC-derived exosomes promotes NSC proliferation via GSK-3β/β-catenin signaling.","['GSK-3β', 'bone marrow mesenchymal stem cells', 'exosome', 'miR-199a-5p', 'neural stem cells']",,"['ischemia', 'reperfusion']"
37232477,Hippo (YAP)-autophagy axis protects against hepatic ischemia-reperfusion injury through JNK signaling.,"Hepatic ischemia-reperfusion injury (HIRI) remains a common complication during liver transplantation (LT) in patients. As a key downstream effector of the Hippo pathway, Yes-associated protein (YAP) has been reported to be involved in various physiological and pathological processes. However, it remains elusive whether and how YAP may control autophagy activation during ischemia-reperfusion.Human liver tissues from patients who had undergone LT were obtained to evaluate the correlation between YAP and autophagy activation. Both an in vitro hepatocyte cell line and in vivo liver-specific YAP knockdown mice were used to establish the hepatic ischemia-reperfusion models to determine the role of YAP in the activation of autophagy and the mechanism of regulation.Autophagy was activated in the post-perfusion liver grafts during LT in patients, and the expression of YAP positively correlated with the autophagic level of hepatocytes. Liver-specific knockdown of YAP inhibited hepatocytes autophagy upon hypoxia-reoxygenation and HIRI (P <0.05). YAP deficiency aggravated HIRI by promoting the apoptosis of hepatocytes both in the in vitro and in vivo models (P <0.05). Attenuated HIRI by overexpression of YAP was diminished after the inhibition of autophagy with 3-methyladenine. In addition, inhibiting autophagy activation by YAP knockdown exacerbated mitochondrial damage through increasing reactive oxygen species (P <0.05). Moreover, the regulation of autophagy by YAP during HIRI was mediated by AP1 (c-Jun) N-terminal kinase (JNK) signaling through binding to the transcriptional enhanced associate domain (TEAD).YAP protects against HIRI by inducing autophagy via JNK signaling that suppresses the apoptosis of hepatocytes. Targeting Hippo (YAP)-JNK-autophagy axis may provide a novel strategy for the prevention and treatment of HIRI.",[],2022-11-16,"['ischemia', 'reperfusion']"
37232350,Ginsenoside Rg1 regulates autophagy and endoplasmic reticulum stress via the AMPK/mTOR and PERK/ATF4/CHOP pathways to alleviate alcohol‑induced myocardial injury.,"It has been reported that ginsenoside Rg1 (G‑Rg1) can alleviate alcoholic liver injury, cardiac hypertrophy and myocardial ischemia, as well as reperfusion injury. Therefore, the present study aimed to investigate the role of G‑Rg1 in alcohol‑induced myocardial injury, as well as to elucidate its underlying mechanisms of action. For this purpose, H9c2 cells were stimulated with ethanol. Subsequently, H9c2 cell viability and apoptosis were determined using a Cell Counting Kit‑8 assay and flow cytometric analysis, respectively. The levels of lactate dehydrogenase and caspase‑3 in the H9c2 cell culture supernatant were detected using corresponding assay kits. In addition, the expression of green fluorescent protein (GFP)‑light chain 3 (LC3) and that of C/EBP homologous protein (CHOP) were evaluated using GFP‑LC3 assay and immunofluorescence staining, respectively. The expression levels of apoptosis‑, autophagy‑, endoplasmic reticulum stress (ERS)‑ and adenosine 5'‑monophosphate‑activated protein kinase (AMPK)/mammalian target of rapamycin (mTOR) pathway‑related proteins were detected using western blot analysis. The results revealed that treatment with G‑Rg1 enhanced the viability and suppressed the apoptosis of ethanol‑stimulated H9c2 cells. G‑Rg1 also attenuated autophagy and ERS in ethanol‑stimulated H9c2 cells. In addition, the levels of phosphorylated (p)‑protein kinase R (PKR)‑like ER kinase (PERK), p‑eukaryotic translation initiation factor 2a, activating transcription factor 4 (ATF4), CHOP, caspase‑12 and p‑AMPK were downregulated, while the p‑mTOR level was upregulated in ethanol‑stimulated H9c2 cells treated with G‑Rg1. Furthermore, the co‑treatment of G‑Rg1‑treated ethanol‑stimulated H9c2 cells with AICAR, an AMPK agonist, or CCT020312, a PERK agonist, inhibited cell viability and promoted cell apoptosis, autophagy and ERS. Overall, the results of the present study suggest that G‑Rg1 suppresses autophagy and ERS via inhibiting the AMPK/mTOR and PERK/ATF4/CHOP pathways to alleviate ethanol‑induced H9c2 cell injury.","[""adenosine 5'‑monophosphate‑activated protein kinase/mammalian target of rapamycin"", 'autophagy', 'endoplasmic reticulum stress', 'ginsenoside Rg1', 'myocardial injury', 'protein kinase R (PKR)‑like ER kinase']",2023-01-31,"['ischemia', 'reperfusion']"
37232163,LTBP4 (Latent Transforming Growth Factor Beta Binding Protein 4) Protects Against Renal Fibrosis via Mitochondrial and Vascular Impacts.,"As a part of natural disease progression, acute kidney injury (AKI) can develop into chronic kidney disease via renal fibrosis and inflammation. LTBP4 (latent transforming growth factor beta binding protein 4) regulates transforming growth factor beta, which plays a role in renal fibrosis pathogenesis. We previously investigated the role of LTBP4 in chronic kidney disease. Here, we examined the role of LTBP4 in AKI.LTBP4 expression was evaluated in human renal tissues, obtained from healthy individuals and patients with AKI, using immunohistochemistry. LTBP4 was knocked down in both C57BL/6 mice and human renal proximal tubular cell line HK-2. AKI was induced in mice and HK-2 cells using ischemia-reperfusion injury and hypoxia, respectively. Mitochondrial division inhibitor 1, an inhibitor of DRP1 (dynamin-related protein 1), was used to reduce mitochondrial fragmentation. Gene and protein expression were then examined to assess inflammation and fibrosis. The results of bioenergetic studies for mitochondrial function, oxidative stress, and angiogenesis were assessed.LTBP4 expression was upregulated in the renal tissues of patients with AKI. Ltbp4-knockdown mice showed increased renal tissue injury and mitochondrial fragmentation after ischemia-reperfusion injury, as well as increased inflammation, oxidative stress, and fibrosis, and decreased angiogenesis. in vitro studies using HK-2 cells revealed similar results. The energy profiles of Ltbp4-deficient mice and LTBP4-deficient HK-2 cells indicated decreased ATP production. LTBP4-deficient HK-2 cells exhibited decreased mitochondrial respiration and glycolysis. Human aortic endothelial cells and human umbilical vein endothelial cells exhibited decreased angiogenesis when treated with LTBP4-knockdown conditioned media. Mitochondrial division inhibitor 1 treatment ameliorated inflammation, oxidative stress, and fibrosis in mice and decreased inflammation and oxidative stress in HK-2 cells.Our study is the first to demonstrate that LTBP4 deficiency increases AKI severity, consequently leading to chronic kidney disease. Potential therapies focusing on LTBP4-associated angiogenesis and LTBP4-regulated DRP1-dependent mitochondrial division are relevant to renal injury.","['angiogenesis', 'chronic kidney disease', 'latent transforming growth factor beta binding protein 4', 'mitochondrial function', 'renal fibrosis']",,"['ischemia', 'reperfusion']"
37231766,Intrarenal Anti-Leptin Treatment Attenuates Ischemia and Reperfusion Injury.,"Renal ischemia and reperfusion (IR) injury introduces cellular stress and is the main cause of acute kidney damage. Renal cells exposed to noxious stress induce the expression of the pleiotropic hormone leptin. As we have previously revealed a deleterious stress-related role for leptin expression, these results suggested that leptin is also involved in pathological renal remodeling. The systemic functions of leptin preclude the study of its local effects using conventional approaches. We have therefore designed a method to locally perturb leptin activity in specific tissues without affecting its systemic levels. This study explores whether local anti-leptin strategy is reno-protection in a post-IR porcine kidney model.We induced renal IR injury in pigs by exposing kidneys to ischemia and revascularization. Upon reperfusion, kidneys instantly received an intraarterial bolus of either a leptin antagonist (LepA) or saline solution. Peripheral blood was sampled to assess systemic leptin, IL-6, creatinine, and BUN levels, and post-operative tissue samples were analyzed by H&E histochemistry and immunohistochemistry.Histology of IR/saline kidneys exhibited extensive necrosis of proximal tubular epithelial cells, as well as elevated levels of apoptosis markers and inflammation. In contrast, IR/LepA kidneys showed no signs of necrosis or inflammation, with normal IL-6 and TLR4 levels. LepA treatment led to upregulation in mRNA levels of leptin, leptin receptor, ERK1/2, STAT3, and transport molecule NHE3.Local, intrarenal post-ischemic LepA treatment at reperfusion prevented apoptosis and inflammation and was reno-protective. Selective intrarenal administration of LepA at reperfusion may provide a viable option for clinical implementation.",[],2023-02-01,"['ischemia', 'reperfusion']"
37231688,Improving neurological outcome for acute basilar artery occlusion with sufficient recanalization after thrombectomy by intraarterial tenecteplase (INSIST-IT): Rationale and design.,"The potential benefit of intraarterial tenecteplase in acute basilar artery occlusion (BAO) patients with successful reperfusion following endovascular treatment (EVT) has not been studied.To explore the efficacy and safety of intraarterial tenecteplase in acute BAO patients with successful reperfusion after EVT.A maximum of 228 patients are required to test the superiority hypothesis with 80% power according to a two-side 0.05 level of significance, stratified by center.We will conduct a prospective, randomized, adaptive-enrichment, open-label, blinded-end point, multicenter trial. Eligible BAO patients with successful recanalization after EVT [modified Thrombolysis in Cerebral Infarction (mTICI) 2b-3] will be randomly assigned into the experimental and control group with a 1:1 ratio. Patients in the experimental group will receive intraarterial tenecteplase (0.2-0.3 mg/min for 20-30 min), while patients in the control group will receive routine treatment according to the usual practice of each center. Patients in both groups will receive standard guideline-based medical treatment.The primary efficacy endpoint is a favorable functional outcome, defined as the modified Rankin Scale 0-3 at 90 days after randomization. The primary safety endpoint is symptomatic intracerebral hemorrhage, defined as National Institutes of Health Stroke Scale score increase ⩾4 caused by intracranial hemorrhage within 48 h after randomization. Subgroup analysis of the primary outcome will be performed by age, gender, baseline NIHSS score, baseline pc-ASPECTS, intravenous thrombolysis, time from estimated symptom onset to treatment, mTICI, blood glucose, and stroke etiology.The results of this study will provide evidence of whether adjunct use of intraarterial tenecteplase after successful reperfusion with EVT is associated with better outcomes for acute BAO patients.","['Basilar artery occlusion', 'acute ischemic stroke', 'endovascular treatment', 'intraarterial', 'protocol', 'randomized trial', 'tenecteplase']",,"['ischemia', 'reperfusion']"
