id,title,abstract,keywords,pub_date,search_terms
37598613,An assessment of the association between patient race and prior authorization program determinations in the context of radiation therapy.,"When a physician determines that a patient needs radiation therapy (RT), they submit an RT order to a prior authorization program which assesses guideline-concordance. A rule-based clinical decision support system (CDSS) evaluates whether the order is appropriate or potentially non-indicated. If potentially non-indicated, a board-certified oncologist discusses the order with the ordering physician. After discussion, the order is authorized, modified, withdrawn, or recommended for denial. Although patient race is not captured during ordering, bias prior to and during ordering, or during the discussion, may influence outcomes. This study evaluated if associations existed between race and order determinations by the CDSS and by the overall prior authorization program. RT orders placed in 2019, pertaining to patients with Medicare Advantage health plans from one national organization, were analyzed. The association between race and prior authorization outcomes was examined for RT orders for all cancers, and then separately for breast, lung, and prostate cancers. Analyses controlled for the patient's age, urbanicity, and the median income in the patient's ZIP code. Adjusted analyses were conducted on unmatched and racially-matched samples. Of the 10,145 patients included in the sample, 8,061 (79.5%) were White and 2,084 (20.5%) were Black. Race was not found to have a significant association with CDSS or prior authorization outcomes in any of the analyses. CDSS and prior authorization outcomes suggested similar rates of clinical appropriateness of orders for patients, regardless of race. Prior authorization utilizing rule-based CDSS was capable of enforcing guidelines without introducing racial bias.","['Cancer', 'Clinical decision support system', 'Equality', 'Race', 'Radiation therapy']",2021-11-12,['lung cancer']
37598474,MANet: Multi-branch attention auxiliary learning for lung nodule detection and segmentation.,"Pulmonary nodule detection and segmentation are currently two primary tasks in analyzing chest computed tomography (Chest CT) in order to detect signs of lung cancer, thereby providing early treatment measures to reduce mortality. Even though there are many proposed methods to reduce false positives for obtaining effective detection results, distinguishing between the pulmonary nodule and background region remains challenging because their biological characteristics are similar and varied in size. The purpose of our work is to propose a method for automatic nodule detection and segmentation in Chest CT by enhancing the feature information of pulmonary nodules. We propose a new UNet-based backbone with multi-branch attention auxiliary learning mechanism, which contains three novel modules, namely, Projection module, Fast Cascading Context module, and Boundary Enhancement module, to further enhance the nodule feature representation. Based on that, we build MANet, a lung nodule localization network that simultaneously detects and segments precise nodule positions. Furthermore, our MANet contains a Proposal Refinement step which refines initially generated proposals to effectively reduce false positives and thereby produce the segmentation quality. Comprehensive experiments on the combination of two benchmarks LUNA16 and LIDC-IDRI show that our proposed model outperforms state-of-the-art methods in the tasks of nodule detection and segmentation tasks in terms of FROC, IoU, and DSC metrics. Our method reports an average FROC score of 88.11% in lung nodule detection. For the lung nodule segmentation, the results reach an average IoU score of 71.29% and a DSC score of 82.74%. The ablation study also shows the effectiveness of the new modules which can be integrated into other UNet-based models. The experiments demonstrated our method with multi-branch attention auxiliary learning ability are a promising approach for detecting and segmenting the pulmonary nodule instances compared to the original UNet design.","['Chest CT', 'Lung nodule detection', 'Lung nodule segmentation', 'Multi-branch attention']",2022-12-24,['lung cancer']
37598439,Focused acoustic vortex-mediated sonochemotherapy for the amplification of immunogenic cell death combined with checkpoint blockade to potentiate cancer immunotherapy.,"Sonodynamic therapy (SDT) as an auxiliary modality of cancer immunotherapy enhances systemic anti-tumor immunity. However, the efficiency of SDT-mediated immunotherapy based on conventional focused ultrasound (FUS) is restricted by the tiny focal region of FUS. Focused acoustic vortex (FAV) possessing a larger focal region, can induce stronger cavitation and thermal effects than FUS with the same parameters, having the potential to overcome this issue. This research investigated the feasibility of FAV-mediated sonochemotherapy combined with the immune checkpoint blockade (ICB) to reshape immunosuppressive tumor microenvironment (TME), inhibit tumor growth and lung metastasis. Sonosensitizer chlorin e6 (Ce6) and chemotherapeutic agent doxorubicin (Dox) were co-loaded into microbubble-liposome complex to compose Ce6/Dox@Lip@MBs (CDLM) for ""all-in-one"" synergistic sonochemotherapy, whose main components were clinical approved. FAV-activated CDLM significantly enriched immunogenic cell death (ICD) inducers in tumors and amplified ICD of cancer cells compared with FUS-activated CDLM. Furthermore, the amplified-ICD combined with ICB increased the infiltration of cytotoxic T lymphocytes and natural killer cells, polarized M2 macrophages to M1 macrophages, and decreased regulatory T cells. This study provides a multifunctional strategy for enriching ICD inducers in tumors and amplifying ICD to ameliorate immunosuppressive TME and potentiate systemic anti-tumor immunity.","['Focused acoustic vortex', 'Immune checkpoint blockade', 'Immunogenic cell death', 'Sonochemotherapy', 'Systemic immunity']",2023-04-16,['lung cancer']
37598412,Development and validation of 18F-FDG PET/CT radiomics-based nomogram to predict visceral pleural invasion in solid lung adenocarcinoma.,"This study aimed to establish a radiomics model based on 18F-FDG PET/CT images to predict visceral pleural invasion (VPI) of solid lung adenocarcinoma preoperatively. We retrospectively enrolled 165 solid lung adenocarcinoma patients confirmed by histopathology with 18F-FDG PET/CT images. Patients were divided into training and validation at a ratio of 0.7. To find significant VPI predictors, we collected clinicopathological information and metabolic parameters measured from PET/CT images. Three-dimensional (3D) radiomics features were extracted from each PET and CT volume of interest (VOI). Receiver operating characteristic (ROC) curve was performed to determine the performance of the model. Accuracy, sensitivity, specificity and area under curve (AUC) were calculated. Finally, their performance was evaluated by concordance index (C-index) and decision curve analysis (DCA) in training and validation cohorts. 165 patients were divided into training cohort (n = 116) and validation cohort (n = 49). Multivariate analysis showed that histology grade, maximum standardized uptake value (SUVmax), distance from the lesion to the pleura (DLP) and the radiomics features had statistically significant differences between patients with and without VPI (P < 0.05). A nomogram was developed based on the logistic regression method. The accuracy of ROC curve analysis of this model was 75.86% in the training cohort (AUC: 0.867; C-index: 0.867; sensitivity: 0.694; specificity: 0.889) and the accuracy rate in validation cohort was 71.55% (AUC: 0.889; C-index: 0.819; sensitivity: 0.654; specificity: 0.739). A PET/CT-based radiomics model was developed with SUVmax, histology grade, DLP, and radiomics features. It can be easily used for individualized VPI prediction.","['18F-FDG', 'Lung adenocarcinoma', 'Positron Emission Tomography', 'Radiomics', 'Visceral pleural invasion']",2023-06-12,['lung cancer']
37598236,Advances in methylation analysis of liquid biopsy in early cancer detection of colorectal and lung cancer.,"Methylation patterns in cell-free DNA (cfDNA) have emerged as a promising genomic feature for detecting the presence of cancer and determining its origin. The purpose of this study was to evaluate the diagnostic performance of methylation-sensitive restriction enzyme digestion followed by sequencing (MRE-Seq) using cfDNA, and to investigate the cancer signal origin (CSO) of the cancer using a deep neural network (DNN) analyses for liquid biopsy of colorectal and lung cancer. We developed a selective MRE-Seq method with DNN learning-based prediction model using demethylated-sequence-depth patterns from 63,266 CpG sites using SacII enzyme digestion. A total of 191 patients with stage I-IV cancers (95 lung cancers and 96 colorectal cancers) and 126 noncancer participants were enrolled in this study. Our study showed an area under the receiver operating characteristic curve (AUC) of 0.978 with a sensitivity of 78.1% for colorectal cancer, and an AUC of 0.956 with a sensitivity of 66.3% for lung cancer, both at a specificity of 99.2%. For colorectal cancer, sensitivities for stages I-IV ranged from 76.2 to 83.3% while for lung cancer, sensitivities for stages I-IV ranged from 44.4 to 78.9%, both again at a specificity of 99.2%. The CSO model's true-positive rates were 94.4% and 89.9% for colorectal and lung cancers, respectively. The MRE-Seq was found to be a useful method for detecting global hypomethylation patterns in liquid biopsy samples and accurately diagnosing colorectal and lung cancers, as well as determining CSO of the cancer using DNN analysis.Trial registration: This trial was registered at ClinicalTrials.gov (registration number: NCT04253509) for lung cancer on 5 February 2020, https://clinicaltrials.gov/ct2/show/NCT04253509 . Colorectal cancer samples were retrospectively registered at CRIS (Clinical Research Information Service, registration number: KCT0008037) on 23 December 2022, https://cris.nih.go.kr , https://who.init/ictrp . Healthy control samples were retrospectively registered.",[],2023-04-30,['lung cancer']
37598139,Skeletal muscle index is associated with long term outcomes after lobectomy for non-small cell lung cancer.,"Skeletal muscle indices have been associated with improved peri-operative outcomes after surgical resection of non-small-cell lung cancer (NSCLC). However, it is unclear if these indices can predict long term cancer specific outcomes. NSCLC patients undergoing lobectomy at our institute between 2009-2015 were included in this analysis (N = 492). Preoperative CT scans were used to quantify skeletal muscle index (SMI) at L4 using sliceOmatic software. Cox proportional modelling was performed for overall (OS) and recurrence free survival (RFS). For all patients, median SMI was 45.7 cm2/m2 (IQR, 40-53.8). SMI was negatively associated with age (R = -0.2; p < 0.05) and positively associated with BMI (R = 0.46; P < 0.05). No association with either OS or RFS was seen with univariate cox modelling. However, multivariable modelling for SMI with patient age, gender, race, smoking status, DLCO and FEV1 (% predicted), American Society of Anesthesiology (ASA) score, tumor histology and stage, and postoperative neoadjuvant therapy showed improved OS (HR = 0.97; P = 0.0005) and RFS (HR = 0.97; P = 0.01) with SMI. Using sex specific median SMI as cutoff, a lower SMI was associated with poor OS (HR = 1.65, P = 0.001) and RFS (HR = 1.47, P = 0.03). SMI is associated with improved outcomes after resection of NSCLC. Further studies are needed to understand the biological basis of this observation. This study provides additional rationale for designing and implementation of rehabilitation trials after surgical resection, to gain durable oncologic benefit.","['Computer tomography', 'Lung cancer', 'Non-small cell', 'Sarcopenia', 'Skeletal muscle']",2022-11-22,['lung cancer']
37598005,Prevalence of cancer in patients with hypothyroidism: Analysis using big data tools.,"To evaluate the frequency of different types of cancer in patients diagnosed with hypothyroidism using big data methodology on the Savana Manager platform. An observational, retrospective study was carried out using electronic medical record (EMR) data from the Hospital Universitario Puerta de Hierro Majadahonda (Madrid). Information from the EMRs was extracted using artificial intelligence techniques and analysed using the Savana Manager v3.0 software. Searches were performed using the term ""hypothyroidism"" and the terms corresponding to the tumours analysed. Of a total population of 506,749 patients, 23,570 (4.7%) were diagnosed with hypothyroidism. Patients with this diagnosis had a significantly higher frequency of cancer than that found in non-hypothyroid subjects (OR 2.09, 95% confidence interval [CI] 2.01-2.17). This higher frequency was found both in women (OR 1.99, 95% CI 1.90-2.08) and in men (OR 2.83, 95% CI 2.63-3.05). However, this higher frequency of cancer was not observed in hypothyroid patients older than 60 years (OR 0.97, 95% CI 0.92-1.02). Although the frequency of most of the neoplasms studied individually was higher in the population with hypothyroidism, we observed that hypothyroid patients over 60 years of age had a significant decrease in the frequency of prostate, lung, colorectal, and liver cancer. Data from this hospital cohort suggest that there is a significant association between the diagnosis of hypothyroidism and cancer. However, this association is less evident in hypothyroid patients older than 60 years.","['Big data', 'Cancer', 'Cáncer', 'Hipotiroidismo', 'Hypothyroidism', 'Prevalence', 'Prevalencia']",2022-04-12,['lung cancer']
37597859,Primary lung adenocarcinoma mimicking recurrent pneumonia in a young adult.,"A man in his 20s with a history of tobacco use presented with recurrent shortness of breath. He was hospitalised three times within the past 4 months for similar symptoms despite completing several courses of antibiotic therapy. In this presentation, he was afebrile with rhonchi and decreased breath sounds over the right lung. Chest CT demonstrated large consolidations in the right middle and lower lobes, worsened compared with 4 months prior. Infectious workup including bronchoscopy with bronchoalveolar lavage did not identify a causative organism. Testing for immune disease was negative. Transbronchial biopsy ultimately identified well-differentiated stage 3b lung adenocarcinoma with a KRAS G12C mutation. The patient was referred to oncology for outpatient follow-up and has since initiated chemotherapy. This case highlights diagnostic biases encountered in young patients and the utility of bronchoscopic biopsy for definitive diagnosis in presumed community-acquired pneumonia when the clinical outcome is not improving as expected.","['Lung cancer (oncology)', 'Pneumonia (respiratory medicine)']",,['lung cancer']
37597849,Tislelizumab plus chemotherapy for patients with EGFR-mutated non-squamous non-small cell lung cancer who progressed on EGFR tyrosine kinase inhibitor therapy.,"Treatment options are limited for epidermal growth factor receptor (EGFR)-mutated non-small cell lung cancer (NSCLC) after treatment failure with EGFR tyrosine kinase inhibitors (TKIs). This multicenter open-label, phase II study aims to evaluate the efficacy and safety of tislelizumab plus chemotherapy (cohort 1, TIS+chemo) or tislelizumab plus chemotherapy and bevacizumab (cohort 2, TIS+chemo+ beva) in EGFR-mutated non-squamous NSCLC patients who progressed on EGFR TKI therapies. Here, the primary analysis of the TIS+chemo cohort is reported. In the TIS+chemo cohort, patients with EGFR-sensitizing mutations with prior EGFR TKI failure received tislelizumab plus carboplatin and nab-paclitaxel as induction treatment, followed by maintenance with tislelizumab plus pemetrexed. The primary endpoint was 1-year progression-free survival (PFS) rate. The planned sample size was 66 with a historical control of 7%, an expected value of 20%, a one-sided α of 0.05, and a power of 85%. Between July 11, 2020 and December 13, 2021, 69 patients were enrolled. As of June 30, 2022, the median follow-up was 8.2 months. Among the 62 patients in the efficacy analysis set, estimated 1-year PFS rate was 23.8% (90% CI 13.1% to 36.2%), and its lower bound of 90% CI was higher than the historical control of chemotherapy (7%), which met the primary endpoint. The median PFS was 7.6 (95% CI 6.4 to 9.8) months. Median overall survival (OS) was not reached (95% CI 14.0 to not estimable), with a 1-year OS rate of 74.5% (95% CI 56.5% to 86.0%). The objective response rate and disease control rate were 56.5% (95% CI 43.3% to 69.0%) and 87.1% (95% CI 76.1% to 94.3%), respectively. Patients who had progressed on first-generation/second-generation and third-generation EGFR-TKIs at baseline had shorter PFS than those who progressed on first-generation/second-generation EGFR-TKIs (median 7.5 vs 9.8 months, p=0.031). Patients with positive ctDNA had shorter PFS (median 7.4 vs 12.3 months, p=0.031) than those with negative ctDNA. No grade 5 treatment-emergent adverse events (TEAEs) were observed. Grades 3-4 TEAEs occurred in 40.6% (28/69) of patients. Grades 3-4 immune-related AEs occurred in 5 (7.2%) patients. The study met the primary endpoint for the TIS+chemo cohort. Tislelizumab plus chemotherapy is effective with an acceptable safety profile for EGFR-mutated non-squamous NSCLC after EGFR TKI failure.","['Drug Therapy, Combination', 'Immune Checkpoint Inhibitors', 'Non-Small Cell Lung Cancer']",,['lung cancer']
37597812,FADS2 function at the major cancer hotspot 11q13 locus alters fatty acid metabolism in cancer.,"Dysregulation of fatty acid metabolism and de novo lipogenesis is a key driver of several cancer types through highly unsaturated fatty acid (HUFA) signaling precursors such as arachidonic acid. The human chromosome 11q13 locus has long been established as the most frequently amplified in a variety of human cancers. The fatty acid desaturase genes (FADS1, FADS2 and FADS3) responsible for HUFA biosynthesis localize to the 11q12-13.1 region. FADS2 activity is promiscuous, catalyzing biosynthesis of several unsaturated fatty acids by Δ6, Δ8, and Δ4 desaturation. Our main aim here is to review known and putative consequences of FADS2 dysregulation due to effects on the 11q13 locus potentially driving various cancer types. FADS2 silencing causes synthesis of sciadonic acid (5Z,11Z,14Z-20:3) in MCF7 cells and breast cancer in vivo. 5Z,11Z,14Z-20:3 is structurally identical to arachidonic acid (5Z,8Z,11Z,14Z-20:4) except it lacks the internal Δ8 double bond required for prostaglandin and leukotriene synthesis, among other eicosanoids. Palmitic acid has substrate specificity for both SCD and FADS2. Melanoma, prostate, liver and lung cancer cells insensitive to SCD inhibition show increased FADS2 activity and sapienic acid biosynthesis. Elevated serum mead acid levels found in hepatocellular carcinoma patients suggest an unsatisfied demand for arachidonic acid. FADS2 circular RNAs are at high levels in colorectal and lung cancer tissues. FADS2 circular RNAs are associated with shorter overall survival in colorectal cancer patients. The evidence thusfar supports an effort for future research on the role of FADS2 as a tumor suppressor in a range of neoplastic disorders.","['Fatty acid desaturases', 'Highly unsaturated fatty acids', 'Mead acid', 'Sapienic acid', 'Sciadonic acid', 'Unusual unsaturated fatty acids']",2023-04-17,['lung cancer']
37597792,Long non-coding RNA and the tumor microenvironment：prospects for clinical applications in breast cancer.,"Breast cancer has surpassed lung cancer as the number one cancer worldwide, and invasion and metastasis are still the main causes of death in breast cancer patients. The tumor microenvironment (TME) is an important site for the growth of tumor cells nourished by vascular networks, and various components of the TME interact strongly with cancer cells and are one of the important mechanisms of tumor progression and metastasis. In recent years, many studies have reported that long non-coding RNAs (LncRNAs) are involved in the formation of TME and influence the process of tumorigenesis and metastasis. This paper reviews the basic characteristics and functional roles of LncRNA in breast cancer TME and introduces the various mechanisms of LncRNA in breast cancer microenvironment that induce breast cancer development and metastasis in three directions: immune cells, non-immune cells, and extracellular matrix in TME, providing potential biomarkers or therapeutic targets for clinical practice.","['LncRNAs', 'breast cancer', 'immunocytes', 'non-immune cells', 'tumour microenvironment']",2022-11-26,['lung cancer']
37597750,"Bintrafusp alfa versus pembrolizumab in patients with treatment-naive, PD-L1-high advanced non-small cell lung cancer: a randomized, open-label, phase 3 trial.","Bintrafusp alfa, a first-in-class bifunctional fusion protein composed of the extracellular domain of TGF-βRII (a TGF-β ""trap"") fused to a human IgG1 monoclonal antibody blocking PD-L1, has shown clinical activity in a phase 1 expansion cohort of patients with PD-L1-high, advanced non-small cell lung cancer (NSCLC). This adaptive phase 3 trial (NCT03631706) compared the efficacy and safety of bintrafusp alfa versus pembrolizumab as first-line treatment in patients with PD-L1-high advanced NSCLC. Primary endpoints were progression-free survival (PFS) according to RECIST 1.1 per independent review committee (IRC) and overall survival (OS). Patients (N=304) were randomized 1:1 to receive either bintrafusp alfa or pembrolizumab (n=152 each). The median follow-up was 14.3 months (95% CI 13.1-16.0 months) for bintrafusp alfa and 14.5 months (95% CI 13.1-15.9 months) for pembrolizumab. PFS by IRC was not significantly different between bintrafusp alfa and pembrolizumab arms (median 7.0 months [95% CI 4.2 months-not reached (NR)] versus 11.1 months [95% CI 8.1 months-NR]; HR=1.232 [95% CI, 0.885-1.714]). Median OS was 21.1 months (95% CI 21.1 months-NR) for bintrafusp alfa and 22.1 months (95% CI: 20.4 months-NR) for pembrolizumab (HR=1.201 [95% CI, 0.796-1.811]). Treatment-related adverse events (TRAEs) were higher with bintrafusp alfa versus pembrolizumab; grade 3/4 TRAEs occurred in 42.4% versus 13.2% of patients, respectively. The study was discontinued at an interim analysis as it was unlikely to meet the primary endpoint. First-line treatment with bintrafusp alfa did not demonstrate superior efficacy compared with pembrolizumab in patients with PD-L1-high, advanced NSCLC.","['PD-L1', 'bintrafusp alfa', 'non-small cell lung cancer', 'phase 3']",2023-06-01,['lung cancer']
37597736,Quantifying the potential effects of air pollution reduction on population health and health expenditure in Taiwan.,"Air pollution, particularly ambient fine particulate matter (PM2.5) pollution, poses a significant risk to public health, underscoring the importance of comprehending the long-term impact on health burden and expenditure at national and subnational levels. Therefore, this study aims to quantify the disease burden and healthcare expenditure associated with PM2.5 exposure in Taiwan and assess the potential benefits of reducing pollution levels. Using a comparative risk assessment framework that integrates an auto-aggressive integrated moving average model, we evaluated the avoidable burden of cardiopulmonary diseases (including ischemic heart disease, stroke, chronic obstructive pulmonary disease, lung cancer, and diabetes mellitus) and related healthcare expenditure under different air quality target scenarios, including status quo and target scenarios of 15, 10, and 5 μg/m3 reduction in PM2.5 concentration. Our findings indicate that reducing PM2.5 exposure has the potential to significantly alleviate the burden of multiple diseases. Comparing the estimated attributable disease burden and healthcare expenditure between reference and target scenarios from 2022 to 2050, the avoidable disability-adjusted life years were 0.61, 1.83, and 3.19 million for the 15, 10, and 5 μg/m3 target scenarios, respectively. Correspondingly, avoidable healthcare expenditure ranged from US$ 0.63 to 3.67 billion. We also highlighted the unequal allocation of resources and the need for policy interventions to address health disparities due to air pollution. Notably, in the 5 μg/m3 target scenario, Kaohsiung City stands to benefit the most, with 527,368 disability-adjusted life years avoided and US$ 0.53 billion saved from 2022 to 2050. Our findings suggest that adopting stricter emission targets can effectively reduce the health burden and associated healthcare expenditure in Taiwan. Overall, this study provides policymakers in Taiwan with valuable insights for mitigating the negative effects of air pollution by establishing a comprehensive framework for evaluating the co-benefits of air pollution reduction on healthcare expenditure and disease burden.","['ARIMA model', 'Comparative risk assessment', 'Disease burden', 'Emission target', 'Healthcare expenditure', 'PM(2.5)']",2023-05-29,['lung cancer']
37597673,Daqing formula ameliorated allergic asthma and airway dysbacteriosis in mice challenged with ovalbumin and ampicillin.,"Asthma is a chronic airway inflammatory disease that can lead to several complications caused by bacterial infections. However, recurrent attacks of the disease require long-term use of antibiotics, resulting in lung dysbiosis and poor outcomes. Daqing Formula (DQF) is a well-known herbal medicine in Pharmacopoeia of China, which is widely used for various stimuli-induced lower respiratory diseases, including asthma, bronchitis, and pneumonia. Thus, it has been demonstrated to be a plant-derived broad-spectrum antibiotic for treating and preventing various acute and chronic respiratory diseases. This study evaluated the efficacy and possible mechanism of DQF on allergic asthma and airway dysbiosis. The mice were co-challenged with ovalbumin and ampicillin to induce allergic asthma combined with airway dysbacteriosis. The populations of lung microbiota were detected by using 16s DNA sequencing. The levels of asthmatic markers in BALF were detected by ELISA. The levels of Th1/Th2 cytokines in splenic CD4+ cells of mice were analyzed by flow cytometry. The expressions of the GSK-3β signaling pathway in the lung tissues of asthmatic mice and eosinophils were detected by western blotting assay. The inhibition of DQF on the production of pro-inflammatory cytokines in eosinophils of asthmatic mice. The results showed that treatment with DQF at 200-800 mg/kg doses significantly reduced the frequency of nasal rubbing and lung inflammation as well as the number of total cells, eosinophils, and macrophages in bronchoalveolar lavage fluid. It decreased the relative abundances of Streptococcus, Cuoriavidus, and Moraxella, increased Akkermansia and Prevotella_6 in lung tissues of asthmatic mice, and inhibited the growth of Staphylococcus aureus, Klebsiella pneumoniae, Streptococcus pneumoniae and their resistant strains in vitro. Furthermore, DQF reduced the levels of eotaxin, TSLP, IL-4, IL-5, IL-25, and IL-33, but enhanced IFN-γ and IL-12 in BALF. It elevated the population of Th1 cells, inhibited eosinophil activation, and downregulated the expressions of p-GSK-3β, p-p65, nuclear β-catenin, and p-STAT3 in the lung tissues of asthmatic mice. The results revealed that DQF reduced airway inflammation, ameliorated lung dysbiosis, shifted the Th1/Th2 balance, and inhibited eosinophil activation in asthmatic mice, indicating its potential for severe asthma treatment.","['2,4(1H, 3H)-Quinazolinedione (pubchem CID: 64048)', '2-Methyl-4(3H)-Quinazolinone (pubchem CID: 135400457)', '4(3H)-Quinazolinone (pubchem CID: 135408753)', 'Antibiotic', 'GSK-3β', 'Indigo (pubchem CID: 10215)', 'Indirubin (PubChem CID: 10177)', 'Lung dysbiosis', 'Th1/Th2 balance', 'Tryptanthrine (pubchem CID: 73549)']",2023-05-11,['lung cancer']
37597304,Effect of antibiotic treatment on immune checkpoint inhibitors efficacy in patients with advanced non-small cell lung cancer.,"Gut microbiotaplays a crucial role in immune response. Recent data have shown that antibiotic (ATB) usage influences efficacy of immune check point inhibitors (ICIs) via altering microbiota of the gut. We retrospectively analyzed patients with advanced non-small cell lung cancer (NSCLC) treated with ICIs as monotherapy or combination with chemotherapy (ChT) at the one academic center. Those receiving ATB for the first 12 weeks of the initiation of ICIs were compared with those who did not. The primary objective of this study was to assess the impact of ATB use on overall survival (OS), progression-free survival (PFS), and objective response rate (ORR) during ICIs therapy. 90 patients were included in our analysis. Of these 90 patients, 27 (30%) received ATB in the first 12 weeks of the treatment. In patients who received ATB in the first 12 weeks of ICIs administration, PFS was significantly shorter (4.9 vs. 24.8 months, HR 2.52, 95% CI (1.52-4.18), p < 0.001). OS was also significantly shorter (5.4 vs. 37.8 months, HR 2.55, 95% CI (1.48-4.40), p = 0.001). We also examined the impact of ATB on ORR. Exposure to ATB for the first weeks consistently worsened the response rate; the ORR was 25.9% in the ATB group and 55.6% in the no ATB group (p = 0.01). Our findings demonstrated that the use of antibiotics around ICIs initiation was associated with decreased OS, PFS, and ORR in patients with NSCLC. This suggests that microbiota diversity may be one of the factors predicting the efficacy of ICIs.","['Antibiotics', 'Immune check point inhibitors', 'Non small cell lung cancer']",2023-06-16,['lung cancer']
37597303,Comparative safety of anaplastic lymphoma kinase tyrosine kinase inhibitors in advanced anaplastic lymphoma kinase-mutated non-small cell lung cancer: Systematic review and network meta-analysis.,"Anaplastic lymphoma kinase-tyrosine kinase inhibitors (ALK-TKIs) are new treatment for advanced non-small cell lung cancer. Here, we quantified the toxicity profiles of different ALK-TKIs to guide clinical decision making. We searched PubMed, Embase, and the Cochrane Central Register of Controlled Trials. Data were analyzed using random effects and consistency models under the frequency framework. Of 865 relevant studies, 13 RCTs (encompassing 3,353 patients) were finally included. A network meta-analysis of all-grade AEs, fatal AEs, and treatment discontinuation due to AEs revealed no significant differences among the six ALK-TKIs. The rates of grade 3-4 AEs were: alectinib (16.2%), crizotinib (46.4%), brigatinib (63.7%), ensartinib (75.6%), ceritinib (78.3%), and lorlatinib (91.6%). The toxicity spectra of ALK-TKIs were different. The most frequent AEs associated with crizotinib were gastrointestinal reactions, visual disorders, neutropenia, edema, fatigue, and elevated alanine aminotransferase (ALT) or aspartate aminotransferase (AST) levels, while those in the alectinib group were anemia and constipation. Diarrhea, hepatotoxicity, and increased serum creatinine were most common with ceritinib. The most frequent AEs in the brigatinib group were gastrointestinal reactions, hypertension, cough, headache, and elevated ALT or AST levels. The most significant toxicities of ensartinib were skin disorders, including pruritus and rash. Changes in lipid levels were the most frequent AEs associated with lorlatinib; weight gain, cognitive effects, and mood effects were lorlatinib-specific AEs. The toxicity spectra of ALK-TKIs differed. Alectinib might be the safest ALK-TKI drug according to the combined evidence of grades 3-4 AEs and the combined incidence.","['ALK inhibitor', 'Meta-analysis', 'Non-small-cell lung cancer', 'Safety', 'Toxicity']",2023-02-14,['lung cancer']
37597295,Age-related differences in symptom distress among patients with cancer.,"Differences in symptom distress among older (age 65-74) and very old (age 75+) patients with cancer, compared to younger patients, remain to be well explored. These differences are important to understand given the heterogeneity of older populations and may have implications for age-appropriate symptom detection and management. We examined routinely collected Edmonton Symptom Assessment System Revised (ESAS-r) scores from 9,143 patients age 40+ initiating chemotherapy for solid malignancies at a single academic cancer centre, between September 2011 and May 2019. We used multivariable logistic regression models to determine associations between the most common symptoms and age group (ages 40-64, 65-74, 75-84, and 85+), cancer site, clinical stage, sex, and income levels. We focused our findings on patients with the five most common cancers, breast (n = 1,532), prostate (n = 923), lung (n = 889), pancreatic (n = 429), and colorectal (n = 368), prior to receiving treatment. Within our sample, 58.0% were age 40-64, 27.3% age 65-74, 11.8% age 75-84, and 2.9% age 85+. Among the nine symptoms in the ESAS-r (anxiety, depression, tiredness, wellbeing, nausea, pain, drowsiness, appetite, and shortness of breath), the most common symptoms overall were anxiety (moderate-severe scores [ESAS-r 4 or higher] were reported by 33.8% of patients), lack of well-being (38.3%), and tiredness (38.3%). Older age was associated with lower odds of moderate/severe anxiety (odds ratio [OR] 0.81, 95% confidence interval [CI] 0.73-0.90 for age 65-74; OR 0.81, 95%CI 0.70-0.93 for age 75-84; OR 0.62, 95%CI 0.47-0.82 for age 85+; referent is 40-64-year-olds for all analyses), and increased odds of tiredness (OR 1.00, 95%CI 0.90-1.11 for age 65-74; OR 1.19, 95%CI 1.04-1.37 for age 75-84; and OR 1.34, 95%CI 1.04-1.72 for age 85+). Advanced stage, female sex, and lower income levels were associated with higher odds of moderate/severe tiredness, anxiety, and lack of well-being in adjusted models. Patients with pancreatic and lung cancers reported worse scores for these three symptoms than patients with other cancers. Older age was associated with differences in symptom experiences such as increased tiredness and reduced anxiety. Supportive care interventions and future research should focus on addressing these symptoms to improve patient quality of life.","['Aging', 'Geriatric oncology', 'Symptom distress', 'cancer']",2022-11-27,['lung cancer']
